" wppi   vega bound,             50  . . oh well mayb ill catch   zzs     plane : ( ",-2.44129934374
 it   5=30  . .   new york. expect develop     next 4 hours. mrs. ghandi may     woken   :( ,-1.76811446719
 in   sport world kenseth ...avoid pile- .. dega,-0.275544048597
 #redsox     4th catcher   catch     hitter   bos others:,-4.97867697322
 #ncst they extend   lead     lorenzo trey 11-point     2nd half :)   ,-1.66417682613
" wppi   vega bound,               50 ... s.s.o.l... mayb catch   zzs     plane :(",-2.661537657
 edsal gotta play   william egger tape tomorrow     locker room     big game tomorrow :),-0.862438773683
" on   set     axi   nigerian economy, air everi tuesday   80pm :(",-0.214918603709
 #everton news- krul   miss   ...  everton,-0.336004658447
   particip   love asia event.     broadcast,0.769920270877
 the fall career fair     thursday   10  -2pm. this   free     mtsu student ,-4.68609599897
 nd may retir soon,-3.6253064586
 interview   vow fm tomorrow morning... do hear   kid  ! :),0.0914124781737
 edsal gotta play   gregg william song     locker room     game tomorrow. :),-1.12050257297
 look       goon tape drop   tomorrow,-1.9517083858
 hold  !! i cant make plan   tomorrow..   game time>.> knick vs heat..,-1.17242949196
 ive got one ticket   michael jakcson tribut gig-dm @pickysiggs- person messag   details-pleas rt!,-2.25888165588
 jennif aniston enjoy real sun exposure~ check     :),-2.41325764245
 what       happiest babi     world? come     whole food   westport ct   70 pm   see maryanni ferral,-1.02225958972
 @yahoonoise: i     go   peyton     #tenth round. all i     elementari children :(,-3.22284820572
" find us   arrlington today. cosi     blankets, wine   jazz",-3.60767610775
 what   dramat weekend   racing! #crunchtimeatkansa,1.2733114096
 let  go saint saints: saint 7th ,-4.60982860089
 #redsox... stac...     4th catcher   hit redsox... others: carlton hick,-3.69699136053
 slapshot: someth someth ,-0.638697187776
     vote   1st ladi  ,-0.201387407329
" friday, octob 19th: talib kweli: idl warship     a center :)",0.758229153697
 find us   arrington 11/3 bring   picnic..br   blanket...  cozi     wine   jazz,-2.81923935823
 anyon want ticket   roger sanchez perform v-day 19 octob hit     i   coach   entri,-1.00346838839
 from       broadcast       am   dab,0.614065780719
 whi  '  obama   sign   execut order   declar   us   aaa rating? i mean c'mon? :),-4.68993901028
 elvi presley  34th death anniversari     aug16. 14 aug     independ   pakistan,-1.11950353616
 this friday! come see    '  like   train     nfl combin   bodi space fitness. click   link  ! :),-2.35912333264
" whew, long day unpack   turner house,   sit   kit     honey. how ur saturday go",-4.29332709608
 win ticket   see manchest citi ajax vs ford! #mcfc,-1.14954143599
" whew,   long day unpack   turner  house. now   movi   knit     honey. how    saturday going? :)",-5.00469721906
 i ad   video @youtub a diseas,0.103240156953
 uconn confirm   2 p. . press confer tomorrow   gampel   determin   futur     men  basketbal program. :-(,-5.40715109337
 irishsunsport tuesday: keann ralli   troop forward #koi :-),0.640072008284
 irish sun sport tuesday: robin keen,-3.84724593989
" id want tv5, pouldi   start tomorrow",0.0777869676301
 sh tue :-),0.614065780719
 at   vitali klitschko meeting...stairs... odessa,-0.200858674128
 my tv   told     go   tonight     social   stay   tomorrow     oliv garden. mhmm.,-2.56149493665
 found   limit addit   midnight sun...   sinc b2tp oppar   work     new album... i'    go   buy   5th album,-1.4287917147
       tweet     screen,-0.136546383178
 bueno aires--argentina last wednesday approv   lower legal age   vote   16   move    ... : ),-2.07876528989
" elon univers color   maroon   gold. we want   see   green, white   orang tomorrow   70. :)",-3.00449707665
 interview   vow fm tomorrow morning... do tune      hear   kid  !!!!,-0.93223515679
 wouldnt     better     april half term   eurosong mean noth   uk peopl,-1.38225402768
 blimey.         rememb,-0.0509105228742
 i   vost   1st ladi       coast 2 coast mixtap 224 host   kendrik lamar. @messengerlady7,-3.11574756972
 inbetween    ben   jerri tonight   think! :(,-2.26709933794
