"892","base0","itTwit_v2","0","0","0",NULL,NULL,"Entourage then going to Eagles training camp tomorrow with @kevinmcanally and @Jimbolosoldier","2016-04-04 11:46:26","C02SH","1",": (","complete"
"893","base0","itTwit_v2","0","0","1",NULL,NULL,"#NCST extend their biggest lead of the game with a Lorenzo Brown trey. Up 11 pt, 47-36, mid 2nd half!","2016-04-04 11:46:26","C02SH","0",": )","complete"
"894","base0","itTwit_v2","0","0","2",NULL,NULL,"#Everton News - Krul will miss the Monday night clash with Everton and at least a further couple of ... - ChronicleL... Â ","2016-04-04 11:46:26","C02SH","2",,"complete"
"895","base0","itTwit_v2","0","0","3",NULL,NULL,"Whew, long day unpacking the Turner house. Now a movie and knitting with my honey. Hows your Saturday going?","2016-04-04 11:46:26","C02SH","0",":)","complete"
"896","base0","itTwit_v2","0","0","4",NULL,NULL,"Nothing is going to change between now and Wednesday. If Acta has went this long w/o being canned, might as well finish the season w/him.","2016-04-04 11:46:26","C02SH","0",":)","complete"
"897","base0","itTwit_v2","0","0","5",NULL,NULL,"Records on the line as World Cup race resumes - Fabio Capellos Russia face Portugal in the pick of Fridays 2014 FI... Â ","2016-04-04 11:46:26","C02SH","0",":-)","complete"
"898","base0","itTwit_v2","0","0","6",NULL,NULL,"@sarahjenne 2nd the Ryan budget was from many years ago, most recent didnt include that and Mitts said many times hes the president and..","2016-04-04 11:46:26","C02SH","0",":-)","complete"
"899","base0","itTwit_v2","0","0","7",NULL,NULL,"Slap Shot: Nash, Back From Injury, Skates for Davos: Rick Nash of the New York Rangers returned to action in Switzerland on Tuesday.","2016-04-04 11:46:26","C02SH","2",,"complete"
"900","base0","itTwit_v2","0","0","8",NULL,NULL,"Real Madrid have signed a seven-year-old Argentine boy, a spokesman for the club confirmed on Monday ","2016-04-04 11:46:26","C02SH","2",,"complete"
"901","base0","itTwit_v2","0","0","9",NULL,NULL,"#MEDIA #US #ru Klitschko is big hit with Ukrainian voters: KIEV (AFP) - Ukraine prepared Saturday... Â  #EU #UK #Obama","2016-04-04 11:46:26","C02SH","0",":-)","complete"
"902","base0","itTwit_v2","0","0","10",NULL,NULL,"Edsall gotta play the Gregg Williams tapes in the locker room before the game tomorrow.","2016-04-04 11:46:26","C02SH","0",":)","complete"
"903","base0","itTwit_v2","0","0","11",NULL,NULL,"Interview on VOW fm tomorrow morning... Do tune in and hear the kid out!!! cc @vowfm @ewbwits","2016-04-04 11:46:26","C02SH","0",":)","complete"
"904","base0","itTwit_v2","0","0","12",NULL,NULL,"Jason Varitek may return to Boston for job with - Flash Player Installation -varitek-may-return-to-boston-for-job-with-sox/Â â€¦","2016-04-04 11:46:26","C02SH","1",": (","complete"
"905","base0","itTwit_v2","0","0","13",NULL,NULL,"At the Vitali Klitschko party UDAR meeting in Odessa, near Potemkin Stairs. 27 Sep 2012 Â ","2016-04-04 11:46:26","C02SH","0",": )","complete"
"906","base0","itTwit_v2","0","0","14",NULL,NULL,"I saw Kayvan Novak tonight aka Phonejacker aka the guy from the film Four Lions. 1st thing I said to him was Rubber Dingy Rapids brudda","2016-04-04 11:46:26","C02SH","2",,"complete"
